fuid,fplatformname,label_score,lifespan,signup_to_now_days,total_silver_coin,total_gold_bar,carrying_silver_coin,carrying_gold_bar,safebox_silver_coin,safebox_gold_bar,if_vip,play_duration_life,play_duration_30day,play_duration_7day,play_innings_life,play_innings_30day,play_innings_7day,win_innings_life,win_innings_7day,lose_innings_life,lose_innings_7day,win_rate_life,win_rate_7day,pay_count_life,pay_count_30day,pay_count_7day,pay_sum_life,pay_sum_30day,pay_sum_7day,login_count_life,login_count_7day,bankrupt_count_life,bankrupt_count_7day,relieve_count_life,relieve_silver_coins_life,match_innings_life,match_duration_life,match_win_rate_life,recent_login_series_days,latest_play_coins_win,latest_play_coins_lose,last_active_to_now_days,last_pay_to_now_days,if_away,dt
11662597,云南,5,424,424,9990,0,9990,0,0,0,0,165313,28419,21103,2400,144,121,638,21,1638,40,0.2658,0.3443,24,4,4,92.00,8.00,8.00,150,8,177,10,100,800000,1981,116592,0.0000,1,0,0,0,2,0,2018-07-02
18942214,云南,8,270,271,1977433,303,2000,303,1975433,0,1,400538,64681,11956,8740,2546,453,3810,206,4549,206,0.4359,0.5000,0,0,0,0.00,0.00,0.00,578,28,223,0,121,968000,2189,178035,0.3865,0,0,300,1,0,0,2018-07-02
20954458,云南,8,44,44,25129,47,25129,47,0,0,0,18639,12451,572,295,209,14,110,5,157,8,0.3729,0.3846,0,0,0,0.00,0.00,0.00,36,2,30,1,25,200000,101,8588,0.4257,1,0,1000,0,0,0,2018-07-02
18920096,云南,8,271,272,671072,80,15875,80,655197,0,0,735408,96076,15249,6950,979,196,2939,100,3714,96,0.4229,0.5102,1,0,0,0.50,0.00,0.00,423,7,36,0,32,256000,1304,132824,0.0483,0,0,2700,1,271,0,2018-07-02
20738861,云南,8,85,85,2011,0,1580,0,431,0,0,334126,39096,5563,1994,229,32,859,11,969,20,0.4308,0.3548,0,0,0,0.00,0.00,0.00,434,7,503,11,144,1152000,12,1700,0.1667,2,0,4010,0,0,0,2018-07-02
19393037,云南,8,239,240,29566,0,29566,0,0,0,0,1398513,25307,6041,14965,137,33,6059,11,8833,22,0.4049,0.3333,263,0,0,225.50,0.00,0.00,1702,10,1001,15,415,3320000,971,100803,0.0010,0,12400,0,1,76,0,2018-07-02
16907154,云南,8,359,363,2925,48,2925,48,0,0,0,538534,11119,1298,10548,154,14,3184,5,7237,9,0.3019,0.3571,0,0,0,0.00,0.00,0.00,326,1,209,2,80,640000,7276,337779,0.1060,0,0,4975,4,0,0,2018-07-02
5692515,云南,8,557,557,3569,1,0,1,3569,0,0,970600,51051,16080,16397,652,193,6341,82,9864,108,0.3867,0.4316,2,0,0,4.00,0.00,0.00,1087,10,688,8,407,3256000,11820,631046,0.0355,2,0,4781,0,550,0,2018-07-02
5041915,云南,8,573,577,79506,0,11399,0,68107,0,0,1264925,12496,0,11717,96,0,4219,0,6451,0,0.3601,0.0000,0,0,0,0.00,0.00,0.00,1281,1,286,0,243,1944000,7715,869546,0.0000,0,0,2400,4,0,0,2018-07-02
6574811,云南,8,534,534,140851,81,60851,81,80000,0,1,418072,9462,3333,6706,121,43,2916,20,3636,23,0.4348,0.4651,0,0,0,0.00,0.00,0.00,904,9,268,0,221,1768000,5332,318012,0.0868,68,0,600,0,0,0,2018-07-02
6784441,云南,6,529,529,13164,12,13164,12,0,0,0,1224248,83013,17185,13083,798,205,4923,92,7918,104,0.3763,0.4694,0,0,0,0.00,0.00,0.00,2616,86,89,10,57,456000,5074,486129,0.0012,14,4800,0,0,0,0,2018-07-02
6520489,云南,8,535,535,131183,0,844,0,130339,0,0,128335,44964,23520,887,318,171,233,49,642,119,0.2627,0.2917,0,0,0,0.00,0.00,0.00,440,13,9,0,5,40000,459,67584,0.0000,25,0,2000,0,0,0,2018-07-02
6606211,云南,8,533,533,365513,0,5400,0,360113,0,0,407723,41455,16551,3080,317,123,1001,39,2025,82,0.3250,0.3223,1,0,0,2.00,0.00,0.00,549,11,20,0,13,104000,1642,219693,0.0000,3,0,1000,0,405,0,2018-07-02
4331218,云南,8,605,607,35139,0,16400,0,18739,0,0,94819,7970,2316,739,64,20,152,8,574,12,0.2057,0.4000,0,0,0,0.00,0.00,0.00,181,4,36,0,32,256000,81,10941,0.0000,0,0,500,2,0,0,2018-07-02
