fiona_7_5_5.mid,fiona_7_5_5.label_score,fiona_7_5_5.loss,fiona_7_5_5.play_duration,fiona_7_5_5.total_innings,fiona_7_5_5.pay_count,fiona_7_5_5.pay_sum,fiona_7_5_5.bankrupt_count,fiona_7_5_5.login_count,fiona_7_5_5.win_innings,fiona_7_5_5.lose_innings,fiona_7_5_5.win_rate,fiona_7_5_5.lifespan,fiona_7_5_5.signup_to_now_days,fiona_7_5_5.total_silver_coin,fiona_7_5_5.total_gold_bar,fiona_7_5_5.carrying_silver_coin,fiona_7_5_5.carrying_gold_bar,fiona_7_5_5.safebox_silver_coin,fiona_7_5_5.safebox_gold_bar,fiona_7_5_5.match_innings,fiona_7_5_5.match_duration,fiona_7_5_5.match_win_rate,fiona_7_5_5.carrying_items_value,fiona_7_5_5.vip_level,fiona_7_5_5.vip_left_days,fiona_7_5_5.relieve_count,fiona_7_5_5.relieve_silver_coins,fiona_7_5_5.last_active_to_now_days,fiona_7_5_5.last_pay_to_now_days,fiona_7_5_5.recent_login_series_days,fiona_7_5_5.latest_play_coins,fiona_7_5_5.play_duration_7d,fiona_7_5_5.innings_7d,fiona_7_5_5.pay_count_7d,fiona_7_5_5.pay_sum_7d,fiona_7_5_5.play_duration_30d,fiona_7_5_5.innings_30d,fiona_7_5_5.pay_count_30d,fiona_7_5_5.pay_sum_30d,fiona_7_5_5.bankrupt_count_7d,fiona_7_5_5.login_count_7d,fiona_7_5_5.win_innings_7d,fiona_7_5_5.lose_innings_7d,fiona_7_5_5.win_rate_7d
20400227,5,0,160692,3984,38,44.50,389,436,1600,2294,0.4,135,135,1900,45,1900,45,0,0,0,0,NULL,NULL,NULL,NULL,296,2368000,18,-9,1,-5400,4534,59,0,0.00,32563,707,4,3.50,8,42,19,39,0.32
4334234,3,0,1534920,15602,14,82.00,197,1074,4971,10162,0.32,601,610,8590,0,8590,0,0,0,8590,970477,0.0,NULL,NULL,NULL,144,1152000,9,-89,0,-2000,9661,74,0,0.00,23379,188,0,0.00,NULL,24,25,48,0.34
1002418917,6,0,575351,5999,0,0.00,72,863,2343,2833,0.39,211,211,44102,176,24102,176,20000,0,400,36305,0.49,NULL,NULL,NULL,51,255000,18,NULL,18,-3360,333,5,0,0.00,8402,80,0,0.00,NULL,4,2,3,0.40
6829140,6,0,1542496,13814,0,0.00,43,1743,5294,8004,0.38,531,531,192712,0,7139,0,185573,0,9497,940724,0.0,NULL,NULL,NULL,21,168000,18,NULL,1,-9000,15103,107,0,0.00,29665,209,0,0.00,NULL,36,42,55,0.39
4881105,6,0,1212949,11627,0,0.00,22,1109,3770,6050,0.32,586,586,504214,0,9761,0,494453,0,7458,780363,0.0,NULL,NULL,NULL,17,136000,18,NULL,4,0,16560,164,0,0.00,59372,581,0,0.00,NULL,22,49,86,0.30
1002481557,6,0,1231609,8773,0,0.00,107,594,2463,3408,0.28,189,189,37409,375,920,375,36489,0,805,106700,0.36,NULL,NULL,NULL,80,448000,18,NULL,129,600,57102,468,0,0.00,295510,2161,0,0.00,NULL,61,149,175,0.32
7502882,3,0,1880734,11221,21,116.00,261,1219,4332,6293,0.39,514,515,54655,0,7900,0,46755,0,7839,1283997,0.01,NULL,NULL,NULL,142,1136000,17,-2,0,-1200,36568,161,1,2.00,133838,586,1,2.00,7,86,84,74,0.52
6165856,3,0,869752,9743,8,39.00,828,1326,2583,6647,0.27,546,546,0,0,0,0,0,0,6827,507244,0.01,NULL,NULL,NULL,526,4208000,18,-511,15,-6564,17667,167,0,0.00,69943,419,0,0.00,21,73,56,92,0.34
3885376,6,0,1839147,4298,1,2.00,0,1757,0,0,0.0,643,643,362200,0,362200,0,0,0,1992,881449,0.0,NULL,NULL,NULL,0,0,18,-110,22,0,5993,11,0,0.00,38703,102,0,0.00,NULL,25,0,0,0.00
8050144,6,0,1525036,14909,0,0.00,132,631,4204,10434,0.28,503,503,4000,0,4000,0,0,0,2902,318655,0.0,NULL,NULL,20,70,560000,18,NULL,24,12,43750,461,0,0.00,309747,3160,0,0.00,NULL,40,128,320,0.28
20334011,3,0,1103160,6383,12,24.00,256,2144,1600,2406,0.25,141,141,25891,0,6182,0,19709,0,44,7797,0.25,NULL,NULL,20,205,1640000,18,-74,13,-3000,33483,193,0,0.00,181920,1041,0,0.00,11,157,40,72,0.21
8242887,5,0,414591,1214,13,57.00,127,407,553,652,0.46,491,498,8000,0,8000,0,0,0,1198,409356,0.0,NULL,NULL,NULL,94,752000,11,-434,0,-4574,2144,7,0,0.00,2144,7,0,0.00,3,9,2,5,0.29
8991524,6,0,3068399,41807,5,10.00,637,2135,11987,18399,0.29,471,477,3008159,0,3008159,0,0,0,32139,2435527,0.0,NULL,NULL,NULL,443,3544000,12,-94,0,-6400,527,7,0,0.00,5493,84,0,0.00,NULL,4,2,3,0.29
4422724,5,0,464222,5454,14,22.00,115,570,1960,3422,0.36,596,605,42544,14,42544,14,0,0,4059,294263,0.0,NULL,NULL,NULL,60,480000,9,-224,0,-2,21658,179,0,0.00,39921,355,0,0.00,NULL,21,56,118,0.31
6149728,6,0,951169,7801,0,0.00,291,1928,2502,4541,0.32,546,546,105393,0,5800,0,99593,0,6067,573182,0.0,NULL,NULL,20,197,1576000,18,NULL,10,0,6175,36,0,0.00,18755,115,0,0.00,NULL,24,13,11,0.36
7495330,6,0,2273343,26640,0,0.00,14,1654,13425,13159,0.5,515,515,4858008,0,0,0,4858008,0,16748,1419796,0.0,NULL,NULL,NULL,6,48000,18,NULL,12,-6061,20402,247,0,0.00,125482,1476,0,0.00,NULL,28,119,128,0.48
7171215,6,0,972395,8573,0,0.00,96,883,3320,4693,0.39,522,522,107833,0,15229,0,92604,0,7968,912368,0.36,NULL,NULL,20,68,544000,18,NULL,12,-1000,6646,44,0,0.00,23643,159,0,0.00,NULL,24,15,29,0.34
11288716,5,1,107604,1372,8,28.00,81,120,518,690,0.38,416,438,7000,37,7000,37,0,0,896,65042,0.19,NULL,NULL,NULL,31,248000,-4,-244,0,0,10236,122,0,0.00,27081,310,0,0.00,NULL,16,35,59,0.29
4882645,5,0,210373,1410,8,16.00,68,273,681,666,0.48,586,586,112114,0,33750,0,78364,0,779,121618,0.0,NULL,NULL,NULL,40,320000,18,-103,1,13920,324,2,0,0.00,1619,10,0,0.00,NULL,2,0,2,0.00
19215496,6,0,935387,10922,0,0.00,134,519,5024,5663,0.46,256,256,29995,2,6195,2,23800,0,2959,282316,0.4,NULL,NULL,NULL,71,568000,18,NULL,45,1080,50629,663,0,0.00,138393,1692,0,0.00,NULL,119,314,346,0.47
20661606,5,0,91096,1563,15,12.00,121,102,513,1004,0.33,94,100,2212,0,2212,0,0,0,0,0,NULL,NULL,NULL,NULL,81,648000,12,-12,0,-2000,8072,88,0,0.00,40358,434,8,4.00,15,56,35,53,0.40
20235419,6,0,1410153,6839,0,0.00,222,1078,2932,3462,0.43,153,153,75364,0,75364,0,0,0,0,0,NULL,NULL,NULL,20,189,1512000,18,NULL,43,1800,45704,261,0,0.00,186489,1110,0,0.00,3,163,129,115,0.49
6589223,6,0,1918158,16217,0,0.00,75,1366,5215,10681,0.32,536,536,109866,0,20000,0,89866,0,2917,309902,0.1,NULL,NULL,NULL,66,528000,18,NULL,2,-2,32601,266,0,0.00,175933,1468,0,0.00,NULL,24,74,182,0.28
17900497,6,0,4777427,35648,1,12.00,151,2037,9919,24979,0.28,330,330,0,0,0,0,0,0,8764,1228115,0.0,NULL,NULL,20,62,496000,18,3,53,-3340,142676,1086,0,0.00,607415,4745,0,0.00,NULL,63,283,780,0.26
15912373,3,0,628830,19300,23,19.00,507,681,8939,9042,0.46,379,379,2260,0,2260,0,0,0,11502,310489,0.0,NULL,NULL,NULL,388,3104000,18,-118,3,-300,12203,129,0,0.00,51742,499,0,0.00,5,15,63,59,0.49
5707434,6,1,1047112,13972,0,0.00,11,967,6158,7574,0.44,537,559,390240,0,7100,0,383140,0,11109,812044,0.01,NULL,NULL,NULL,10,80000,-4,NULL,0,-3000,2517,16,0,0.00,9694,66,0,0.00,NULL,7,3,7,0.19
6017632,6,0,783458,8406,0,0.00,2,1424,3797,4558,0.45,550,550,1439694,0,23410,0,1416284,0,5825,541909,0.0,NULL,NULL,20,1,8000,18,NULL,116,2160,9133,98,0,0.00,40674,452,0,0.00,NULL,32,53,45,0.54
19008111,5,0,126235,4594,35,22.00,182,276,1813,2656,0.39,268,269,2580,2,2580,2,0,0,1007,31338,0.03,NULL,NULL,NULL,108,864000,17,-67,0,-2160,1444,68,0,0.00,1624,76,0,0.00,NULL,2,38,27,0.56
1002843490,6,0,1462027,12800,0,0.00,37,1388,5631,4974,0.44,90,90,256664,25,0,25,256664,0,16,1555,0.38,NULL,NULL,NULL,28,140000,18,NULL,91,-6669,84889,722,0,0.00,522237,4571,0,0.00,4,243,305,300,0.42
2728446,6,0,6765838,47209,0,0.00,0,3946,17909,23512,0.38,713,713,2443055,1,2443055,1,0,0,46733,6704230,0.37,NULL,NULL,20,0,0,18,NULL,12,-1600,25206,196,0,0.00,225918,1671,0,0.00,NULL,40,60,114,0.31
14912158,6,0,1172814,8298,0,0.00,287,676,3560,4551,0.43,385,389,10000,130,10000,130,0,0,4813,726063,0.04,NULL,NULL,NULL,143,1144000,14,NULL,0,-4540,16571,116,0,0.00,69376,441,0,0.00,NULL,22,53,61,0.46
3906767,6,0,2343128,3062,0,0.00,0,1058,0,0,0.0,635,641,459200,0,359600,0,99600,0,2389,1824485,0.0,NULL,NULL,NULL,0,0,12,NULL,0,0,3921,5,0,0.00,20008,25,0,0.00,NULL,6,0,0,0.00
11448221,5,0,227495,4981,9,18.00,283,451,2287,2625,0.46,434,434,18420,0,18420,0,0,0,3554,93502,0.0,NULL,NULL,NULL,229,1832000,18,-209,1,-4320,4452,53,0,0.00,24213,280,0,0.00,1,14,27,26,0.51
10519230,6,0,580474,6624,0,0.00,953,1243,2921,3507,0.44,461,461,18380,0,18380,0,0,0,3039,267545,0.0,NULL,NULL,NULL,620,4960000,18,NULL,19,8640,21102,221,0,0.00,51912,1053,0,0.00,11,63,102,119,0.46
7751417,6,0,2818060,45842,1,2.00,1852,2847,16963,27291,0.37,510,510,4953017,168,23017,168,4930000,0,33912,2274051,0.13,NULL,NULL,20,312,2496000,18,-488,13,12000,17251,238,0,0.00,72905,988,0,0.00,NULL,57,118,108,0.50
19750665,6,0,552497,8343,0,0.00,362,478,2485,5106,0.3,193,210,27146,877,13630,877,13516,0,680,55377,0.48,NULL,NULL,NULL,146,1168000,1,NULL,0,900,19416,155,0,0.00,33478,314,0,0.00,NULL,15,49,101,0.32
5557742,1,0,1770364,19914,226,834.00,170,1391,9741,9942,0.49,562,564,432242,5,274492,5,157750,0,19796,1760450,0.4,NULL,NULL,NULL,98,784000,16,-8,0,-1600,38105,417,0,0.00,89185,988,1,6.00,NULL,62,191,209,0.46
8384982,3,0,506613,16422,16,36.00,977,1458,7467,8154,0.45,491,493,2560,0,2560,0,0,0,8272,324375,0.06,NULL,NULL,NULL,836,6688000,16,-433,0,-3000,17895,806,0,0.00,25494,1160,0,0.00,18,56,363,382,0.45
8717448,5,0,467582,4241,18,22.00,287,502,1527,2697,0.36,482,484,3137,0,3137,0,0,0,621,80433,0.0,NULL,NULL,NULL,206,1648000,16,6,0,-1800,10923,125,0,0.00,68790,702,9,4.50,2,50,52,73,0.42
10474817,6,0,1516850,33796,0,0.00,658,1598,16440,16553,0.49,462,462,378262,0,0,0,378262,0,24101,1081085,0.04,NULL,NULL,NULL,514,4112000,18,NULL,16,-51036,4382,105,0,0.00,22404,352,0,0.00,17,27,48,49,0.46
1002255170,6,0,494870,5978,0,0.00,96,1238,3050,2922,0.51,259,259,26743,203,6743,203,20000,0,1026,83133,0.48,NULL,NULL,NULL,47,239000,18,NULL,89,-14400,6192,74,0,0.00,32872,410,0,0.00,5,33,34,40,0.46
20258179,3,0,928577,9728,36,304.50,31,493,4424,4848,0.45,150,151,843324,0,25256,0,818068,0,0,0,NULL,NULL,NULL,NULL,5,40000,17,15,0,2143,67248,611,0,0.00,278244,2834,15,64.50,NULL,126,298,296,0.49
3291074,6,0,1121767,7051,2,4.00,446,830,3399,3500,0.48,693,702,11525,0,11525,0,0,0,2294,318070,0.0,NULL,NULL,NULL,317,2536000,9,-233,0,-33000,11539,57,0,0.00,18317,90,0,0.00,5,20,28,29,0.49
16275530,6,0,943514,11253,7,5.00,633,1115,4659,6368,0.41,375,376,4710,27,4710,27,0,0,7440,593930,0.08,NULL,NULL,20,342,2736000,17,-245,0,-2700,18140,241,0,0.00,66503,787,0,0.00,28,55,104,128,0.43
12192846,3,0,386870,10199,10,26.50,271,689,4204,5488,0.41,396,413,29995,0,20237,0,9758,0,6877,163852,0.0,NULL,NULL,NULL,220,1760000,1,-90,0,1617,11698,144,0,0.00,14237,175,0,0.00,3,29,39,59,0.27
5224893,5,1,339038,4332,24,43.50,280,477,1557,2699,0.36,573,574,36749,0,16860,0,19889,0,3592,266673,0.0,NULL,NULL,NULL,159,1272000,17,-216,0,-4000,868,4,0,0.00,868,4,0,0.00,NULL,4,3,1,0.75
20389323,5,0,303048,2618,15,208.00,32,352,1067,1316,0.41,136,136,72262,315,1000,315,71262,0,941,74200,0.51,NULL,NULL,NULL,16,128000,18,-33,14,-1000,7973,62,0,0.00,36777,324,0,0.00,NULL,25,29,30,0.47
19482395,5,0,327646,6608,29,100.00,218,285,2204,3829,0.33,236,236,25059,0,13193,0,11866,0,232,13730,0.01,NULL,NULL,NULL,153,1224000,18,-98,2,-1080,2731,43,0,0.00,12261,196,0,0.00,2,13,14,22,0.33
17099879,6,0,1141598,9005,0,0.00,31,1055,3417,4208,0.38,361,361,1444869,37,14444,37,1430425,0,4053,479498,0.01,NULL,NULL,20,6,48000,18,NULL,28,0,6135,44,0,0.00,49223,336,0,0.00,NULL,11,16,21,0.36
6472897,5,0,358067,4021,31,62.00,69,305,1782,2178,0.44,538,539,64125,0,1,0,64124,0,2461,219205,0.0,NULL,NULL,NULL,36,288000,17,5,0,-12251,15828,172,0,0.00,52153,581,2,4.00,5,20,78,94,0.45
6176477,1,0,376759,12003,158,323.50,957,904,5200,6436,0.43,533,545,2060,1,2060,1,0,0,4720,161144,0.0,NULL,NULL,NULL,604,4832000,6,-20,0,-3000,3613,65,0,0.00,28584,465,1,2.00,11,34,24,38,0.37
10679972,6,0,1176764,9946,0,0.00,113,1275,4610,5297,0.46,456,456,94315,301,10200,301,84115,0,6484,830985,0.12,NULL,NULL,NULL,97,776000,18,NULL,3,-1080,8144,99,0,0.00,45506,475,0,0.00,NULL,27,43,54,0.43
12043990,6,0,425986,10647,1,3.00,100,616,4333,6241,0.41,415,417,1755856,0,23500,0,1732356,0,2081,111773,0.0,NULL,NULL,NULL,90,720000,16,-133,0,4000,11857,125,0,0.00,22201,237,0,0.00,NULL,24,44,81,0.35
11402088,3,0,1133920,10477,125,190.50,1124,1631,4509,5859,0.43,435,435,3440,3,3440,3,0,0,3645,484896,0.0,NULL,NULL,20,773,6184000,18,-140,45,-2160,10729,113,0,0.00,61851,679,0,0.00,25,75,42,71,0.37
7809607,6,0,1074104,4765,0,0.00,300,838,2292,2263,0.48,507,509,10735,0,10735,0,0,0,3475,643086,0.0,NULL,NULL,NULL,261,2088000,16,NULL,0,-4500,21890,55,0,0.00,83779,204,0,0.00,NULL,30,33,22,0.60
4669531,3,0,1763427,19047,14,45.00,498,1847,9383,9502,0.49,594,594,65344,200,13678,200,51666,0,12340,1125009,0.01,NULL,NULL,NULL,365,2920000,18,-370,40,4320,53152,655,0,0.00,146253,1820,0,0.00,3,99,331,324,0.51
16599243,3,0,2460276,14625,19,66.00,2944,986,7161,7340,0.49,372,372,2944,10,2944,10,0,0,9927,1803785,0.19,NULL,NULL,20,403,3224000,18,-55,2,-1350,65326,374,0,0.00,158021,1016,0,0.00,19,78,187,186,0.50
3485543,3,1,2595737,17345,45,82.50,587,2092,9751,6684,0.56,659,680,481771,0,12831,0,468940,0,12032,1831615,0.0,NULL,NULL,NULL,331,2648000,-3,-318,0,-2606,12801,89,0,0.00,61799,435,0,0.00,NULL,17,44,39,0.49
3219070,6,0,1615189,14668,0,0.00,221,1835,7413,6852,0.51,710,710,38449,0,13677,0,24772,0,12094,1124674,0.0,NULL,NULL,NULL,153,1224000,18,NULL,5,4000,5666,30,0,0.00,94444,491,0,0.00,NULL,13,15,14,0.50
7283289,6,0,2145231,12443,1,2.00,122,1539,6089,5729,0.49,519,519,605120,836,3500,200,601620,636,5901,1026239,0.05,NULL,NULL,NULL,100,800000,18,11,26,-3480,102536,633,0,0.00,118676,680,0,0.00,NULL,130,331,301,0.52
18432457,6,0,374917,9838,0,0.00,720,987,4564,5205,0.46,306,306,12040,0,12040,0,0,0,4583,92663,0.0,NULL,NULL,20,620,4960000,18,NULL,55,6020,39319,415,0,0.00,133968,1421,0,0.00,23,94,190,225,0.46
18901478,2,1,295254,3635,55,546.00,131,631,1591,1994,0.44,255,277,27960,8,27960,8,0,0,406,33040,0.03,NULL,NULL,NULL,103,824000,-4,-10,0,-2700,822,13,0,0.00,35493,424,10,136.00,1,7,8,5,0.62
5893788,6,0,694175,7383,0,0.00,26,816,3649,3636,0.49,554,554,1643118,0,21860,0,1621258,0,3643,381437,0.0,NULL,NULL,NULL,21,168000,18,NULL,1,6480,9453,131,0,0.00,35323,476,0,0.00,NULL,24,67,64,0.51
7906578,3,0,579033,9248,8,13.00,445,593,4024,4821,0.44,500,507,2490,1,2490,1,0,0,3545,317277,0.09,NULL,NULL,NULL,283,2264000,11,-37,0,-4000,2088,85,0,0.00,55995,1585,0,0.00,9,17,34,42,0.40
17579995,6,0,1265275,2956,0,0.00,0,1282,0,0,0.0,340,343,279800,0,279800,0,0,0,1498,635530,0.0,NULL,NULL,NULL,0,0,15,NULL,0,0,6691,20,0,0.00,21922,55,0,0.00,NULL,44,0,0,0.00
5848432,6,0,1093140,7424,0,0.00,247,760,3442,3622,0.46,553,555,9646,0,5948,0,3698,0,6686,1008977,0.02,NULL,NULL,NULL,185,1480000,16,NULL,0,0,7536,65,0,0.00,27806,237,0,0.00,1,17,20,21,0.31
19691933,5,1,357072,1884,18,52.00,49,318,720,956,0.38,215,216,16500,183,16500,183,0,0,869,78682,0.41,NULL,NULL,NULL,39,312000,17,-25,0,-4200,1422,15,0,0.00,25629,272,2,4.00,NULL,4,6,9,0.40
813077,6,0,2652420,25723,1,2.00,258,3059,12115,13069,0.47,871,872,891122,60,22500,60,868622,0,24603,2541291,0.38,NULL,NULL,NULL,161,1288000,17,-853,0,-600,4344,48,0,0.00,12943,150,0,0.00,NULL,12,26,20,0.54
5597409,6,0,1757989,17723,0,0.00,1467,1982,5459,12029,0.31,562,562,82570,0,82570,0,0,0,10621,1013135,0.0,NULL,NULL,NULL,794,6352000,18,NULL,16,-12600,37563,365,0,0.00,127690,1195,0,0.00,NULL,65,108,247,0.30
19125492,3,0,1732505,17443,152,103.00,779,1709,8329,9113,0.48,261,261,2332,0,2332,0,0,0,2718,236185,0.0,NULL,NULL,NULL,467,3736000,18,8,25,-1080,20576,227,0,0.00,122428,1367,1,0.50,13,118,114,113,0.50
20228209,6,0,561636,10328,0,0.00,9,747,2993,3463,0.29,154,154,2249619,0,12559,0,2237060,0,0,0,NULL,NULL,NULL,NULL,7,56000,18,NULL,3,-4000,18368,346,0,0.00,60190,1144,0,0.00,NULL,53,101,111,0.29
19863571,5,0,215293,1871,18,51.50,121,382,418,1276,0.22,198,198,30900,7,30900,7,0,0,62,6381,0.48,NULL,NULL,20,104,832000,18,-118,8,-600,1517,15,0,0.00,5157,46,0,0.00,NULL,11,0,7,0.00
20348551,5,0,177811,2119,6,56.50,173,193,935,1072,0.44,140,140,0,39,0,39,0,0,64,5922,0.56,NULL,NULL,NULL,69,552000,18,6,1,-8600,13087,75,4,26.00,79133,456,4,26.00,37,27,26,48,0.35
