dt,fplatformname,fuid,predict
2018-07-02,云南,19984141,0.0
2018-07-02,云南,10926588,0.0
2018-07-02,云南,20773315,0.0
2018-07-02,云南,18082941,0.0
2018-07-02,云南,20617520,0.0
2018-07-02,云南,20132979,0.0
2018-07-02,云南,19045266,0.0
2018-07-02,云南,20021385,0.0
2018-07-02,云南,20646553,0.0
2018-07-02,云南,20716466,0.0
2018-07-02,云南,21113856,0.0
2018-07-02,云南,7845828,1.0
2018-07-02,云南,20751989,1.0
2018-07-02,云南,20346072,1.0
2018-07-02,云南,20552958,0.0
2018-07-02,云南,16607136,0.0
2018-07-02,云南,6517105,0.0
2018-07-02,云南,18468692,0.0
2018-07-02,云南,7120788,0.0
2018-07-02,云南,19802565,0.0
2018-07-02,云南,21121030,0.0
2018-07-02,云南,17872631,0.0
2018-07-02,云南,20288181,0.0
2018-07-02,云南,20677864,0.0
2018-07-02,云南,19503447,0.0
2018-07-02,云南,20804118,0.0
2018-07-02,云南,20223864,0.0
2018-07-02,云南,8091267,0.0
2018-07-02,云南,6558899,0.0
2018-07-02,云南,4623634,0.0
2018-07-02,云南,11752509,0.0
2018-07-02,云南,17221753,0.0
2018-07-02,云南,20647791,0.0
2018-07-02,云南,20491882,0.0
2018-07-02,云南,19133014,0.0
2018-07-02,云南,19834640,0.0
2018-07-02,云南,20136433,1.0
2018-07-02,云南,21007796,0.0
2018-07-02,云南,7551905,0.0
2018-07-02,云南,19851693,0.0
2018-07-02,云南,20260852,0.0
2018-07-02,云南,14803067,0.0
2018-07-02,云南,12155241,0.0
2018-07-02,云南,19346714,0.0
2018-07-02,云南,17855521,0.0
2018-07-02,云南,11918478,0.0
2018-07-02,云南,6703990,0.0
2018-07-02,云南,10914550,0.0
2018-07-02,云南,12557218,0.0
2018-07-02,云南,20089683,0.0
2018-07-02,云南,20515334,0.0
2018-07-02,云南,18873707,0.0
2018-07-02,云南,20479003,0.0
2018-07-02,云南,19935599,0.0
2018-07-02,云南,10776591,0.0
2018-07-02,云南,11891651,0.0
2018-07-02,云南,4515053,0.0
2018-07-02,云南,4275555,0.0
2018-07-02,云南,20844843,0.0
2018-07-02,云南,18115376,0.0
2018-07-02,云南,21083342,0.0
2018-07-02,云南,6724806,0.0
2018-07-02,云南,20377610,0.0
2018-07-02,云南,4904021,0.0
2018-07-02,云南,19241913,0.0
2018-07-02,云南,20897022,0.0
2018-07-02,云南,7010033,0.0
2018-07-02,云南,20853370,0.0
2018-07-02,云南,6574811,0.0
2018-07-02,云南,7624131,0.0
2018-07-02,云南,18771234,0.0
2018-07-02,云南,20874911,0.0
2018-07-02,云南,21049642,0.0
2018-07-02,云南,7127365,0.0
2018-07-02,云南,17459757,0.0
2018-07-02,云南,6721529,0.0
2018-07-02,云南,17752918,0.0
2018-07-02,云南,21111309,0.0
2018-07-02,云南,19974204,0.0
2018-07-02,云南,19812286,0.0
2018-07-02,云南,17668040,0.0
2018-07-02,云南,4694511,0.0
2018-07-02,云南,17503807,0.0
2018-07-02,云南,19932247,0.0
2018-07-02,云南,6744568,0.0
2018-07-02,云南,5071483,0.0
2018-07-02,云南,18512926,1.0
2018-07-02,云南,10662599,0.0
2018-07-02,云南,20630752,0.0
2018-07-02,云南,19232599,0.0
2018-07-02,云南,6717361,0.0
2018-07-02,云南,8085479,0.0
2018-07-02,云南,5098481,0.0
2018-07-02,云南,20957002,1.0
2018-07-02,云南,6775987,0.0
2018-07-02,云南,17964823,0.0
2018-07-02,云南,21058460,1.0
2018-07-02,云南,20063244,1.0
2018-07-02,云南,5636571,0.0
2018-07-02,云南,6565380,0.0
2018-07-02,云南,13752904,0.0
2018-07-02,云南,6747112,0.0
2018-07-02,云南,11418756,0.0
2018-07-02,云南,6665013,0.0
2018-07-02,云南,8660310,0.0
2018-07-02,云南,20729141,0.0
2018-07-02,云南,12013584,0.0
2018-07-02,云南,20949860,0.0
2018-07-02,云南,18519405,0.0
2018-07-02,云南,21125908,0.0
2018-07-02,云南,20560763,0.0
2018-07-02,云南,20784794,1.0
2018-07-02,云南,18897302,0.0
2018-07-02,云南,8239814,0.0
2018-07-02,云南,20815898,0.0
2018-07-02,云南,4443992,0.0
2018-07-02,云南,11452693,0.0
2018-07-02,云南,8886768,0.0
2018-07-02,云南,14227626,0.0
2018-07-02,云南,20800425,0.0
2018-07-02,云南,14826320,0.0
2018-07-02,云南,20639135,0.0
2018-07-02,云南,20847889,0.0
2018-07-02,云南,20508217,0.0
2018-07-02,云南,6493074,0.0
2018-07-02,云南,18027764,0.0
2018-07-02,云南,19329024,0.0
2018-07-02,云南,21004755,0.0
2018-07-02,云南,19498351,0.0
2018-07-02,云南,17594090,0.0
2018-07-02,云南,21067295,0.0
2018-07-02,云南,21102572,0.0
2018-07-02,云南,20359900,0.0
2018-07-02,云南,20255920,0.0
2018-07-02,云南,8751358,0.0
2018-07-02,云南,8305551,0.0
2018-07-02,云南,12428047,0.0
2018-07-02,云南,4933223,0.0
2018-07-02,云南,21135157,0.0
2018-07-02,云南,19356724,0.0
2018-07-02,云南,13920178,0.0
2018-07-02,云南,20061464,0.0
2018-07-02,云南,6005773,0.0
2018-07-02,云南,17761931,0.0
2018-07-02,云南,20707279,1.0
2018-07-02,云南,5810282,0.0
2018-07-02,云南,20422403,0.0
2018-07-02,云南,19591796,0.0
2018-07-02,云南,21116998,0.0
2018-07-02,云南,20775369,0.0
2018-07-02,云南,10254088,0.0
2018-07-02,云南,6290577,0.0
2018-07-02,云南,20570295,0.0
2018-07-02,云南,7052738,0.0
2018-07-02,云南,11890781,0.0
2018-07-02,云南,21117728,1.0
2018-07-02,云南,21124277,1.0
2018-07-02,云南,20631891,1.0
2018-07-02,云南,5038987,0.0
2018-07-02,云南,6511642,0.0
2018-07-02,云南,20490948,1.0
2018-07-02,云南,10851207,0.0
2018-07-02,云南,7913798,0.0
2018-07-02,云南,19113466,0.0
2018-07-02,云南,7126174,0.0
2018-07-02,云南,18811094,0.0
2018-07-02,云南,13982846,0.0
2018-07-02,云南,4568865,0.0
2018-07-02,云南,17645985,0.0
2018-07-02,云南,20546528,0.0
2018-07-02,云南,20291250,0.0
2018-07-02,云南,20658081,0.0
2018-07-02,云南,11472518,0.0
2018-07-02,云南,11263973,0.0
2018-07-02,云南,20847646,0.0
2018-07-02,云南,7967508,0.0
2018-07-02,云南,20976955,0.0
2018-07-02,云南,6381262,0.0
2018-07-02,云南,21016540,0.0
2018-07-02,云南,20584193,0.0
2018-07-02,云南,18228346,0.0
2018-07-02,云南,21138084,0.0
2018-07-02,云南,18620902,0.0
2018-07-02,云南,10694493,0.0
2018-07-02,云南,20973898,1.0
2018-07-02,云南,20354533,0.0
2018-07-02,云南,17973036,0.0
2018-07-02,云南,19997339,0.0
2018-07-02,云南,19497303,0.0
2018-07-02,云南,7560333,0.0
2018-07-02,云南,7977255,0.0
2018-07-02,云南,21015804,0.0
2018-07-02,云南,17814867,0.0
2018-07-02,云南,12285364,0.0
2018-07-02,云南,17909346,0.0
2018-07-02,云南,20860394,0.0
2018-07-02,云南,6386683,0.0
2018-07-02,云南,21118279,1.0
2018-07-02,云南,20852538,0.0
2018-07-02,云南,6349570,0.0
2018-07-02,云南,4320684,0.0
2018-07-02,云南,21030453,0.0
2018-07-02,云南,10298504,1.0
2018-07-02,云南,4523900,0.0
2018-07-02,云南,21013338,0.0
2018-07-02,云南,20859692,0.0
2018-07-02,云南,20310386,0.0
2018-07-02,云南,7376037,0.0
2018-07-02,云南,21113209,0.0
2018-07-02,云南,18971511,0.0
2018-07-02,云南,11645581,0.0
2018-07-02,云南,8155864,0.0
2018-07-02,云南,21141132,1.0
2018-07-02,云南,18747575,0.0
2018-07-02,云南,17914842,0.0
2018-07-02,云南,21118997,1.0
2018-07-02,云南,10201502,0.0
2018-07-02,云南,17221261,0.0
2018-07-02,云南,12029060,0.0
2018-07-02,云南,4340496,0.0
2018-07-02,云南,21143814,0.0
2018-07-02,云南,6154268,0.0
2018-07-02,云南,18641240,0.0
2018-07-02,云南,21001388,1.0
2018-07-02,云南,6241725,0.0
2018-07-02,云南,7639167,0.0
2018-07-02,云南,19999660,0.0
2018-07-02,云南,18244565,0.0
2018-07-02,云南,19833976,1.0
2018-07-02,云南,14921371,0.0
2018-07-02,云南,21090746,0.0
2018-07-02,云南,20150655,0.0
2018-07-02,云南,19047310,1.0
2018-07-02,云南,12542427,0.0
2018-07-02,云南,19580722,0.0
2018-07-02,云南,17804817,0.0
2018-07-02,云南,15197891,0.0
2018-07-02,云南,7205075,0.0
2018-07-02,云南,8554000,1.0
2018-07-02,云南,20887041,0.0
2018-07-02,云南,5015946,0.0
2018-07-02,云南,11269322,0.0
2018-07-02,云南,3895381,1.0
2018-07-02,云南,21055232,0.0
2018-07-02,云南,8948795,0.0
2018-07-02,云南,6390465,0.0
2018-07-02,云南,20064756,0.0
2018-07-02,云南,21075736,0.0
2018-07-02,云南,17601964,0.0
2018-07-02,云南,20152107,1.0
2018-07-02,云南,20267583,0.0
2018-07-02,云南,4500707,0.0
2018-07-02,云南,21116610,1.0
2018-07-02,云南,4517386,0.0
2018-07-02,云南,20381319,0.0
2018-07-02,云南,20966595,0.0
2018-07-02,云南,18492481,0.0
2018-07-02,云南,20271023,0.0
2018-07-02,云南,6124701,0.0
2018-07-02,云南,21123246,1.0
2018-07-02,云南,21119938,1.0
2018-07-02,云南,20455030,0.0
2018-07-02,云南,19902719,0.0
2018-07-02,云南,20765783,0.0
2018-07-02,云南,20405490,0.0
2018-07-02,云南,20193684,0.0
2018-07-02,云南,21025476,0.0
2018-07-02,云南,7770349,0.0
2018-07-02,云南,19103761,0.0
2018-07-02,云南,20659755,0.0
2018-07-02,云南,17719703,0.0
2018-07-02,云南,17276798,0.0
2018-07-02,云南,7293374,0.0
2018-07-02,云南,5773663,0.0
2018-07-02,云南,20987672,0.0
2018-07-02,云南,20600135,0.0
2018-07-02,云南,4345591,0.0
2018-07-02,云南,4921185,0.0
2018-07-02,云南,5747473,0.0
2018-07-02,云南,17374582,0.0
2018-07-02,云南,8657581,0.0
2018-07-02,云南,8297468,0.0
2018-07-02,云南,20550531,0.0
2018-07-02,云南,20308998,0.0
2018-07-02,云南,16936795,0.0
2018-07-02,云南,6678608,0.0
2018-07-02,云南,20092632,0.0
2018-07-02,云南,6241118,0.0
2018-07-02,云南,6137455,0.0
2018-07-02,云南,21108700,0.0
2018-07-02,云南,20123600,0.0
2018-07-02,云南,20345893,0.0
2018-07-02,云南,17488425,0.0
2018-07-02,云南,20150218,0.0
2018-07-02,云南,20145659,0.0
2018-07-02,云南,20476503,0.0
2018-07-02,云南,20935184,1.0
2018-07-02,云南,21086344,1.0
2018-07-02,云南,19249032,0.0
2018-07-02,云南,10821574,0.0
2018-07-02,云南,20488491,0.0
2018-07-02,云南,20937111,0.0
2018-07-02,云南,5092197,0.0
2018-07-02,云南,6661069,0.0
2018-07-02,云南,17472767,0.0
2018-07-02,云南,19942606,0.0
2018-07-02,云南,18451614,0.0
2018-07-02,云南,21053384,1.0
2018-07-02,云南,21109824,1.0
2018-07-02,云南,10844475,0.0
2018-07-02,云南,20417541,0.0
2018-07-02,云南,20250294,0.0
2018-07-02,云南,7360738,0.0
2018-07-02,云南,17493011,0.0
2018-07-02,云南,20026027,0.0
2018-07-02,云南,4795243,0.0
2018-07-02,云南,8562145,0.0
2018-07-02,云南,20847682,0.0
2018-07-02,云南,20030936,0.0
2018-07-02,云南,19855310,0.0
2018-07-02,云南,21000978,0.0
2018-07-02,云南,5305768,0.0
2018-07-02,云南,16627745,0.0
2018-07-02,云南,21131152,1.0
2018-07-02,云南,10948146,0.0
2018-07-02,云南,7778023,0.0
2018-07-02,云南,10724372,0.0
2018-07-02,云南,4518082,0.0
2018-07-02,云南,8425627,0.0
2018-07-02,云南,7589933,0.0
2018-07-02,云南,18665496,0.0
2018-07-02,云南,17511014,0.0
2018-07-02,云南,4354434,0.0
2018-07-02,云南,6808689,0.0
2018-07-02,云南,18548203,0.0
2018-07-02,云南,17184806,0.0
2018-07-02,云南,20954245,0.0
2018-07-02,云南,10092531,0.0
2018-07-02,云南,20742534,0.0
2018-07-02,云南,19801707,0.0
2018-07-02,云南,5765423,0.0
2018-07-02,云南,4980282,0.0
2018-07-02,云南,11552150,0.0
2018-07-02,云南,19592529,0.0
2018-07-02,云南,21082518,0.0
2018-07-02,云南,12232272,0.0
2018-07-02,云南,21100464,0.0
2018-07-02,云南,20893500,0.0
2018-07-02,云南,19541484,0.0
2018-07-02,云南,20492953,0.0
2018-07-02,云南,19247372,0.0
2018-07-02,云南,17348194,0.0
2018-07-02,云南,18280436,0.0
2018-07-02,云南,20222251,0.0
2018-07-02,云南,16546433,0.0
2018-07-02,云南,6239892,0.0
2018-07-02,云南,16665227,0.0
2018-07-02,云南,20732288,0.0
2018-07-02,云南,20419363,0.0
2018-07-02,云南,8676106,1.0
2018-07-02,云南,21103959,0.0
2018-07-02,云南,19737790,1.0
2018-07-02,云南,21125822,0.0
2018-07-02,云南,13132055,0.0
2018-07-02,云南,19318218,0.0
2018-07-02,云南,17900866,0.0
2018-07-02,云南,5969434,0.0
2018-07-02,云南,10136268,0.0
2018-07-02,云南,4917982,0.0
2018-07-02,云南,21127673,0.0
2018-07-02,云南,19514054,0.0
2018-07-02,云南,11052456,1.0
2018-07-02,云南,17427165,0.0
2018-07-02,云南,20558768,0.0
2018-07-02,云南,17197280,0.0
2018-07-02,云南,17630104,0.0
2018-07-02,云南,19695312,0.0
2018-07-02,云南,20991919,0.0
2018-07-02,云南,21131768,0.0
2018-07-02,云南,19807748,0.0
2018-07-02,云南,7973924,0.0
2018-07-02,云南,21142978,0.0
2018-07-02,云南,20442075,0.0
2018-07-02,云南,7205747,0.0
2018-07-02,云南,21114777,1.0
2018-07-02,云南,15831299,0.0
2018-07-02,云南,18856229,0.0
2018-07-02,云南,20567370,0.0
2018-07-02,云南,19885561,0.0
2018-07-02,云南,20299905,0.0
2018-07-02,云南,4956838,0.0
2018-07-02,云南,8794276,0.0
2018-07-02,云南,7790879,0.0
2018-07-02,云南,5758023,0.0
2018-07-02,云南,17326142,0.0
2018-07-02,云南,20137032,0.0
2018-07-02,云南,18966497,0.0
2018-07-02,云南,20957024,0.0
2018-07-02,云南,21132888,0.0
2018-07-02,云南,6236697,0.0
2018-07-02,云南,4955150,0.0
2018-07-02,云南,20432052,0.0
2018-07-02,云南,19869554,1.0
2018-07-02,云南,10775841,0.0
2018-07-02,云南,19451291,0.0
2018-07-02,云南,7921114,1.0
2018-07-02,云南,20379407,0.0
2018-07-02,云南,17326503,0.0
2018-07-02,云南,8691687,0.0
2018-07-02,云南,8720624,0.0
2018-07-02,云南,11700393,0.0
2018-07-02,云南,6313648,0.0
2018-07-02,云南,21143424,0.0
2018-07-02,云南,18949742,0.0
2018-07-02,云南,20609474,0.0
2018-07-02,云南,10564831,0.0
2018-07-02,云南,21128620,1.0
2018-07-02,云南,19571447,0.0
2018-07-02,云南,7609478,0.0
2018-07-02,云南,21136655,0.0
2018-07-02,云南,6652216,0.0
2018-07-02,云南,21099425,1.0
2018-07-02,云南,19226512,0.0
2018-07-02,云南,20398757,0.0
2018-07-02,云南,16329373,0.0
2018-07-02,云南,16555805,0.0
2018-07-02,云南,20445485,0.0
2018-07-02,云南,19963506,0.0
2018-07-02,云南,8949994,0.0
2018-07-02,云南,20129818,0.0
2018-07-02,云南,21120654,1.0
2018-07-02,云南,19755099,0.0
2018-07-02,云南,19859124,0.0
2018-07-02,云南,10917382,0.0
2018-07-02,云南,17053141,0.0
2018-07-02,云南,20003446,1.0
2018-07-02,云南,20675173,0.0
2018-07-02,云南,20412311,0.0
2018-07-02,云南,17471773,0.0
2018-07-02,云南,20655076,1.0
2018-07-02,云南,17602571,0.0
2018-07-02,云南,7833448,0.0
2018-07-02,云南,17653278,0.0
2018-07-02,云南,21136157,0.0
2018-07-02,云南,20751250,0.0
2018-07-02,云南,18713576,0.0
2018-07-02,云南,19429568,0.0
2018-07-02,云南,10032128,0.0
2018-07-02,云南,20842731,0.0
2018-07-02,云南,14204861,0.0
2018-07-02,云南,20938972,0.0
2018-07-02,云南,20872057,0.0
2018-07-02,云南,4873700,0.0
2018-07-02,云南,20028229,0.0
2018-07-02,云南,19995421,0.0
2018-07-02,云南,20174948,0.0
2018-07-02,云南,20251135,0.0
2018-07-02,云南,11026570,0.0
2018-07-02,云南,10798467,0.0
2018-07-02,云南,6347773,0.0
2018-07-02,云南,20956522,0.0
2018-07-02,云南,17558983,0.0
2018-07-02,云南,17535705,0.0
2018-07-02,云南,20656507,0.0
2018-07-02,云南,19627293,0.0
2018-07-02,云南,6225263,0.0
2018-07-02,云南,11717588,0.0
2018-07-02,云南,11239584,0.0
2018-07-02,云南,8460003,0.0
2018-07-02,云南,20888393,0.0
2018-07-02,云南,17830588,0.0
2018-07-02,云南,16463613,0.0
2018-07-02,云南,18459388,0.0
2018-07-02,云南,20991479,0.0
2018-07-02,云南,6469825,0.0
2018-07-02,云南,20252352,0.0
2018-07-02,云南,6612649,0.0
2018-07-02,云南,20248148,0.0
2018-07-02,云南,17350181,0.0
2018-07-02,云南,7606330,1.0
2018-07-02,云南,4292824,0.0
2018-07-02,云南,20665744,1.0
2018-07-02,云南,21092181,0.0
2018-07-02,云南,19059593,0.0
2018-07-02,云南,20167433,0.0
2018-07-02,云南,5609777,0.0
2018-07-02,云南,17632314,0.0
2018-07-02,云南,21081351,0.0
2018-07-02,云南,8780227,0.0
2018-07-02,云南,20686043,0.0
2018-07-02,云南,19227160,0.0
2018-07-02,云南,21013349,0.0
2018-07-02,云南,21036292,0.0
2018-07-02,云南,8215382,0.0
2018-07-02,云南,18287903,0.0
2018-07-02,云南,20452346,1.0
2018-07-02,云南,14166884,0.0
2018-07-02,云南,12358809,0.0
2018-07-02,云南,18440807,0.0
2018-07-02,云南,11450713,0.0
2018-07-02,云南,20431196,0.0
2018-07-02,云南,20356989,0.0
2018-07-02,云南,13565459,0.0
2018-07-02,云南,20406022,0.0
2018-07-02,云南,17870573,0.0
2018-07-02,云南,18114782,0.0
2018-07-02,云南,20662270,0.0
2018-07-02,云南,16868032,0.0
2018-07-02,云南,10179772,0.0
2018-07-02,云南,11327747,0.0
2018-07-02,云南,19517040,0.0
2018-07-02,云南,11411757,0.0
2018-07-02,云南,8008779,0.0
2018-07-02,云南,20634049,0.0
2018-07-02,云南,20736122,0.0
2018-07-02,云南,20886167,0.0
2018-07-02,云南,19107460,0.0
2018-07-02,云南,11720748,0.0
2018-07-02,云南,10411610,0.0
2018-07-02,云南,19944818,0.0
2018-07-02,云南,18415366,0.0
2018-07-02,云南,19872141,0.0
2018-07-02,云南,19144419,0.0
2018-07-02,云南,8777439,0.0
2018-07-02,云南,17070120,0.0
2018-07-02,云南,18753365,0.0
2018-07-02,云南,6955813,0.0
2018-07-02,云南,11714208,0.0
2018-07-02,云南,19179848,0.0
2018-07-02,云南,19731739,0.0
2018-07-02,云南,20830052,0.0
2018-07-02,云南,17720998,0.0
2018-07-02,云南,17426480,0.0
2018-07-02,云南,20958077,0.0
2018-07-02,云南,10075403,0.0
2018-07-02,云南,6210894,0.0
2018-07-02,云南,18147679,0.0
2018-07-02,云南,6391957,0.0
2018-07-02,云南,20748493,0.0
2018-07-02,云南,12324511,0.0
2018-07-02,云南,21099162,0.0
2018-07-02,云南,20803039,0.0
2018-07-02,云南,20298641,0.0
2018-07-02,云南,6860435,1.0
2018-07-02,云南,4465832,0.0
2018-07-02,云南,19713992,0.0
2018-07-02,云南,20305949,0.0
2018-07-02,云南,11526170,0.0
2018-07-02,云南,19468150,0.0
2018-07-02,云南,21124817,1.0
2018-07-02,云南,19458509,0.0
2018-07-02,云南,5241776,0.0
2018-07-02,云南,21067271,0.0
2018-07-02,云南,7868078,0.0
2018-07-02,云南,6168315,0.0
2018-07-02,云南,19368097,0.0
2018-07-02,云南,20444891,0.0
2018-07-02,云南,20062459,0.0
2018-07-02,云南,17798544,0.0
2018-07-02,云南,10142739,0.0
2018-07-02,云南,18728792,1.0
2018-07-02,云南,3885125,0.0
2018-07-02,云南,10701771,0.0
2018-07-02,云南,20614430,0.0
2018-07-02,云南,18420229,0.0
2018-07-02,云南,19693992,0.0
2018-07-02,云南,8143825,0.0
2018-07-02,云南,21126106,0.0
2018-07-02,云南,17579881,0.0
2018-07-02,云南,20355963,0.0
2018-07-02,云南,5299444,0.0
2018-07-02,云南,12051326,0.0
2018-07-02,云南,12614689,0.0
2018-07-02,云南,20740962,0.0
2018-07-02,云南,15473078,0.0
2018-07-02,云南,8170269,0.0
2018-07-02,云南,18433168,0.0
2018-07-02,云南,21139245,1.0
2018-07-02,云南,21116657,1.0
2018-07-02,云南,18452097,0.0
2018-07-02,云南,8884307,0.0
2018-07-02,云南,19357260,0.0
2018-07-02,云南,16402840,0.0
2018-07-02,云南,11986066,0.0
2018-07-02,云南,10393049,0.0
2018-07-02,云南,20892817,0.0
2018-07-02,云南,18453647,0.0
2018-07-02,云南,20508270,0.0
2018-07-02,云南,21132132,1.0
2018-07-02,云南,19297697,0.0
2018-07-02,云南,18884105,0.0
2018-07-02,云南,5706756,0.0
2018-07-02,云南,20995676,0.0
2018-07-02,云南,18784940,0.0
2018-07-02,云南,14643426,0.0
2018-07-02,云南,20142843,0.0
2018-07-02,云南,19756328,0.0
2018-07-02,云南,11440563,0.0
2018-07-02,云南,4601479,0.0
2018-07-02,云南,21071563,0.0
2018-07-02,云南,8382701,0.0
2018-07-02,云南,21080533,0.0
2018-07-02,云南,5841167,0.0
2018-07-02,云南,18974474,1.0
2018-07-02,云南,4846483,0.0
2018-07-02,云南,21058155,0.0
2018-07-02,云南,21128833,1.0
2018-07-02,云南,5397241,0.0
2018-07-02,云南,8804768,0.0
2018-07-02,云南,19813317,0.0
2018-07-02,云南,20910815,0.0
2018-07-02,云南,7649277,0.0
2018-07-02,云南,18743582,0.0
2018-07-02,云南,16678758,0.0
2018-07-02,云南,19265975,0.0
2018-07-02,云南,6391336,0.0
2018-07-02,云南,21060294,0.0
2018-07-02,云南,10890328,0.0
2018-07-02,云南,20856554,0.0
2018-07-02,云南,19064251,0.0
2018-07-02,云南,20647184,0.0
2018-07-02,云南,15834826,0.0
2018-07-02,云南,20928098,0.0
2018-07-02,云南,20774275,0.0
2018-07-02,云南,19309264,0.0
2018-07-02,云南,21005569,1.0
2018-07-02,云南,20389321,0.0
2018-07-02,云南,8204724,0.0
2018-07-02,云南,21092474,0.0
2018-07-02,云南,19270402,0.0
2018-07-02,云南,21117094,1.0
2018-07-02,云南,6983674,0.0
2018-07-02,云南,20594937,0.0
2018-07-02,云南,10497957,0.0
2018-07-02,云南,7675443,0.0
2018-07-02,云南,18169403,0.0
2018-07-02,云南,20039992,0.0
2018-07-02,云南,6378824,0.0
2018-07-02,云南,20881397,0.0
2018-07-02,云南,7337897,1.0
2018-07-02,云南,5095768,0.0
2018-07-02,云南,20886813,0.0
2018-07-02,云南,13494262,0.0
2018-07-02,云南,20989812,0.0
2018-07-02,云南,7819225,0.0
2018-07-02,云南,5496993,0.0
2018-07-02,云南,19981508,0.0
2018-07-02,云南,19275087,0.0
2018-07-02,云南,19360769,0.0
2018-07-02,云南,10329428,0.0
2018-07-02,云南,18332912,0.0
2018-07-02,云南,21090320,0.0
2018-07-02,云南,20979507,1.0
2018-07-02,云南,20046248,0.0
2018-07-02,云南,18963402,0.0
2018-07-02,云南,7252888,0.0
2018-07-02,云南,4647234,0.0
2018-07-02,云南,19680143,0.0
2018-07-02,云南,20243104,0.0
2018-07-02,云南,19447251,0.0
2018-07-02,云南,10518890,0.0
2018-07-02,云南,20416592,0.0
2018-07-02,云南,6068467,0.0
2018-07-02,云南,17683491,0.0
2018-07-02,云南,18572227,0.0
2018-07-02,云南,7570485,0.0
2018-07-02,云南,5156240,0.0
2018-07-02,云南,21145184,1.0
2018-07-02,云南,20795256,0.0
2018-07-02,云南,20301809,0.0
2018-07-02,云南,17751959,0.0
2018-07-02,云南,7309628,0.0
2018-07-02,云南,11606953,0.0
2018-07-02,云南,20812412,0.0
2018-07-02,云南,7161249,0.0
2018-07-02,云南,8225572,1.0
2018-07-02,云南,4970606,0.0
2018-07-02,云南,6954285,0.0
2018-07-02,云南,20986550,0.0
2018-07-02,云南,21110947,0.0
2018-07-02,云南,20464218,0.0
2018-07-02,云南,19735360,0.0
2018-07-02,云南,20170604,0.0
2018-07-02,云南,4600345,0.0
2018-07-02,云南,20681098,0.0
2018-07-02,云南,19056732,0.0
2018-07-02,云南,21020172,0.0
2018-07-02,云南,5968315,0.0
2018-07-02,云南,10349375,0.0
2018-07-02,云南,18300809,0.0
2018-07-02,云南,5175511,0.0
2018-07-02,云南,8643691,0.0
2018-07-02,云南,17372552,0.0
2018-07-02,云南,20311820,0.0
2018-07-02,云南,20763987,1.0
2018-07-02,云南,6660916,0.0
2018-07-02,云南,21135012,1.0
2018-07-02,云南,19700782,0.0
2018-07-02,云南,11838491,0.0
2018-07-02,云南,21100425,1.0
2018-07-02,云南,20918262,0.0
2018-07-02,云南,20466574,0.0
2018-07-02,云南,19660660,1.0
2018-07-02,云南,7430131,0.0
2018-07-02,云南,21136798,0.0
2018-07-02,云南,19979475,0.0
2018-07-02,云南,6435987,0.0
2018-07-02,云南,17271474,0.0
2018-07-02,云南,4315609,0.0
2018-07-02,云南,4136791,0.0
2018-07-02,云南,6374550,0.0
2018-07-02,云南,17534189,0.0
2018-07-02,云南,21133103,1.0
2018-07-02,云南,19465733,0.0
2018-07-02,云南,5898279,0.0
2018-07-02,云南,19156088,0.0
2018-07-02,云南,6324189,0.0
2018-07-02,云南,20983765,0.0
2018-07-02,云南,21102191,0.0
2018-07-02,云南,15936700,0.0
2018-07-02,云南,8835139,1.0
2018-07-02,云南,19620052,0.0
2018-07-02,云南,20017041,0.0
2018-07-02,云南,19802688,0.0
2018-07-02,云南,19174334,0.0
2018-07-02,云南,20514290,0.0
2018-07-02,云南,21117542,1.0
2018-07-02,云南,19822162,0.0
2018-07-02,云南,8181597,0.0
2018-07-02,云南,20990471,0.0
2018-07-02,云南,10569722,0.0
2018-07-02,云南,21137612,0.0
2018-07-02,云南,7189726,0.0
2018-07-02,云南,6610300,0.0
2018-07-02,云南,17584073,0.0
2018-07-02,云南,20321093,1.0
2018-07-02,云南,20383229,0.0
2018-07-02,云南,13084477,0.0
2018-07-02,云南,21015566,1.0
2018-07-02,云南,20624755,1.0
2018-07-02,云南,20990934,0.0
2018-07-02,云南,21078936,0.0
2018-07-02,云南,20949119,0.0
2018-07-02,云南,19038544,0.0
2018-07-02,云南,20500373,0.0
2018-07-02,云南,5402971,0.0
2018-07-02,云南,20960138,0.0
2018-07-02,云南,21115276,0.0
2018-07-02,云南,20555726,0.0
2018-07-02,云南,4847227,0.0
2018-07-02,云南,19173027,0.0
2018-07-02,云南,20712132,1.0
2018-07-02,云南,6188419,0.0
2018-07-02,云南,17532092,0.0
2018-07-02,云南,17426767,0.0
2018-07-02,云南,10753102,0.0
2018-07-02,云南,17619706,0.0
2018-07-02,云南,5424673,0.0
2018-07-02,云南,20847727,0.0
2018-07-02,云南,20048759,0.0
2018-07-02,云南,20164877,0.0
2018-07-02,云南,4477671,0.0
2018-07-02,云南,19093284,1.0
2018-07-02,云南,18880940,0.0
2018-07-02,云南,21044027,0.0
2018-07-02,云南,4881168,0.0
2018-07-02,云南,21141495,1.0
2018-07-02,云南,12242734,0.0
2018-07-02,云南,20924324,0.0
2018-07-02,云南,17704813,0.0
2018-07-02,云南,20979141,0.0
2018-07-02,云南,20268731,0.0
2018-07-02,云南,20759572,0.0
2018-07-02,云南,19498250,0.0
2018-07-02,云南,21089495,0.0
2018-07-02,云南,6903212,0.0
