fuid,fplatformname,label_score,lifespan,signup_to_now_days,total_silver_coin,total_gold_bar,carrying_silver_coin,carrying_gold_bar,safebox_silver_coin,safebox_gold_bar,if_vip,play_duration_life,play_duration_30day,play_duration_7day,play_innings_life,play_innings_30day,play_innings_7day,win_innings_life,win_innings_7day,lose_innings_life,lose_innings_7day,win_rate_life,win_rate_7day,pay_count_life,pay_count_30day,pay_count_7day,pay_sum_life,pay_sum_30day,pay_sum_7day,login_count_life,login_count_7day,bankrupt_count_life,bankrupt_count_7day,relieve_count_life,relieve_silver_coins_life,match_innings_life,match_duration_life,match_win_rate_life,recent_login_series_days,latest_play_coins_win,latest_play_coins_lose,last_active_to_now_days,last_pay_to_now_days,if_away,dt
7535241,云南,6,511,511,48951,0,20000,0,28951,0,1,1004290,153368,29839,13601,1940,343,5992,154,7391,188,0.4406,0.4503,14,0,0,48.00,0.00,0.00,1029,22,85,11,54,432000,8609,581122,0.0037,71,2160,0,0,449,0,2018-07-02
21080085,云南,8,16,16,16200,0,16200,0,0,0,0,47069,47069,19074,343,343,145,107,50,224,91,0.3120,0.3546,0,0,0,0.00,0.00,0.00,56,20,0,0,0,0,0,0,1.0000,4,6,0,0,0,0,2018-07-02
18176912,云南,9,312,315,0,0,0,0,0,0,0,242730,2887,2887,2748,32,32,1317,13,1428,19,0.4793,0.4063,0,0,0,0.00,0.00,0.00,166,4,0,0,0,0,540,41836,0.0000,0,0,12,3,0,0,2018-07-02
20934689,云南,9,44,48,7604,0,7604,0,0,0,0,40826,6464,0,457,75,0,216,0,241,0,0.4726,0.0000,0,0,0,0.00,0.00,0.00,60,1,32,0,27,216000,0,0,1.0000,0,0,1080,4,0,1,2018-07-02
7485540,云南,9,511,512,6940,0,6940,0,0,0,0,199425,102,0,2796,1,0,1103,0,1581,0,0.3945,0.0000,0,0,0,0.00,0.00,0.00,547,1,219,0,173,1384000,2728,190941,0.0000,0,2160,0,1,0,1,2018-07-02
11480914,云南,8,430,430,2620,0,2620,0,0,0,0,605197,28023,9644,5983,635,306,2674,144,3233,143,0.4469,0.5017,0,0,0,0.00,0.00,0.00,923,23,426,18,327,2616000,1910,218729,0.0000,11,0,6000,0,0,0,2018-07-02
19330687,云南,8,243,245,123642,0,31499,0,92143,0,0,11405,3710,762,445,150,36,190,18,222,13,0.4270,0.5806,0,0,0,0.00,0.00,0.00,49,2,10,0,10,80000,170,4749,0.0000,0,18200,0,2,0,0,2018-07-02
20957507,云南,9,38,43,0,12,0,12,0,0,0,10067,5181,324,140,52,5,51,1,69,4,0.3643,0.2000,0,0,0,0.00,0.00,0.00,11,1,9,1,8,64000,5,405,0.6000,0,0,5020,5,0,0,2018-07-02
18496535,云南,9,300,300,15662,0,15662,0,0,0,0,9605,182,182,80,1,1,31,0,48,1,0.3875,0.0000,0,0,0,0.00,0.00,0.00,30,1,18,0,10,80000,72,8746,0.0000,1,0,4000,0,0,1,2018-07-02
4510405,云南,8,598,598,308690,0,308690,0,0,0,0,1085984,32972,11617,18693,391,153,6139,32,12322,58,0.3284,0.3556,0,0,0,0.00,0.00,0.00,1398,6,765,0,563,4504000,18291,1051929,0.0048,1,0,0,0,0,0,2018-07-02
